,year,survey,depth,num_cpue,accepted_name
12272,2019,SCS,98.76,48,Amblyraja radiata
12273,2019,SCS,65.84,2,Amblyraja radiata
12274,2017,SCS,64.01,2,Amblyraja radiata
12275,2019,SCS,102.41,42,Amblyraja radiata
12276,2017,SCS,53.04,6,Amblyraja radiata
12277,2016,SCS,78.64,2,Amblyraja radiata
12278,2019,SCS,118.87,4,Amblyraja radiata
12279,2019,SCS,64.01,30,Amblyraja radiata
12280,2019,SCS,164.59,27.85714286,Amblyraja radiata
12281,2017,SCS,102.41,2.068965517,Amblyraja radiata
12282,2019,SCS,455.37,2,Amblyraja radiata
12283,2019,SCS,438.91,2,Amblyraja radiata
12284,2019,SCS,148.13,27.85714286,Amblyraja radiata
12285,2019,SCS,418.8,2,Amblyraja radiata
12286,2019,SCS,261.52,2,Amblyraja radiata
12287,2019,SCS,449.88,2.068965517,Amblyraja radiata
12288,2019,SCS,84.12,2,Amblyraja radiata
12289,2019,SCS,71.32,2,Amblyraja radiata
12290,2019,SCS,100.58,52,Amblyraja radiata
12291,2019,SCS,193.85,18,Amblyraja radiata
12292,2019,SCS,65.84,12,Amblyraja radiata
12293,2019,SCS,43.89,26,Amblyraja radiata
12294,2019,SCS,301.75,4.137931034,Amblyraja radiata
12295,2019,SCS,60.35,30,Amblyraja radiata
12296,2016,SCS,301.75,5.714285714,Amblyraja radiata
12297,2019,SCS,73.15,6,Amblyraja radiata
12298,2019,SCS,91.44,398,Amblyraja radiata
12299,2019,SCS,135.33,20,Amblyraja radiata
12300,2016,SCS,196.6,2,Amblyraja radiata
12301,2019,SCS,733.35,2.727272727,Amblyraja radiata
12302,2019,SCS,64.01,10,Amblyraja radiata
12303,2016,SCS,95.1,18,Amblyraja radiata
12304,2019,SCS,58.52,2,Amblyraja radiata
12305,2016,SCS,98.76,20,Amblyraja radiata
12306,2019,SCS,96.93,8.275862069,Amblyraja radiata
12307,2019,SCS,91.44,6,Amblyraja radiata
12308,2019,SCS,64.01,40,Amblyraja radiata
12309,2019,SCS,190.2,2,Amblyraja radiata
12310,2019,SCS,128.02,2,Malacoraja senta
12311,2018,SCS,138.99,2,Malacoraja senta
12312,2019,SCS,126.19,10,Malacoraja senta
12313,2016,SCS,145.39,2,Malacoraja senta
12314,2019,SCS,112.47,2,Malacoraja senta
12315,2019,SCS,122.53,2,Malacoraja senta
12316,2016,SCS,157.28,2,Malacoraja senta
12317,2016,SCS,128.02,4,Malacoraja senta
12318,2016,SCS,77.72,2,Malacoraja senta
12319,2017,SCS,98.76,2,Malacoraja senta
12320,2017,SCS,160.93,2,Malacoraja senta
12321,2018,SCS,133.5,4,Malacoraja senta
12322,2017,SCS,155.45,2,Malacoraja senta
12323,2018,SCS,133.5,4.8,Malacoraja senta
12324,2017,SCS,118.87,2,Malacoraja senta
12325,2018,SCS,158.19,1.935483871,Malacoraja senta
12326,2017,SCS,148.13,2,Malacoraja senta
12327,2017,SCS,144.48,4,Malacoraja senta
12328,2018,SCS,133.5,2,Malacoraja senta
12329,2017,SCS,137.16,8,Malacoraja senta
12330,2017,SCS,62.18,2.857142857,Malacoraja senta
12331,2019,SCS,287.12,8,Malacoraja senta
12332,2019,SCS,362.1,6,Malacoraja senta
12333,2017,SCS,73.15,2,Malacoraja senta
12334,2016,SCS,274.32,74,Malacoraja senta
12335,2016,SCS,288.04,58,Malacoraja senta
12336,2018,SCS,299.92,4,Malacoraja senta
12337,2016,SCS,316.38,8,Malacoraja senta
12338,2018,SCS,197.51,2.727272727,Malacoraja senta
12339,2016,SCS,335.58,12,Malacoraja senta
12340,2019,SCS,217.63,4,Malacoraja senta
12341,2018,SCS,250.55,6,Malacoraja senta
12342,2018,SCS,213.97,4,Malacoraja senta
12343,2019,SCS,210.31,4,Malacoraja senta
12344,2018,SCS,194.77,4,Malacoraja senta
12345,2018,SCS,193.85,12.4137931,Malacoraja senta
12346,2016,SCS,181.05,14,Malacoraja senta
12347,2019,SCS,223.11,4,Malacoraja senta
12348,2018,SCS,217.63,8,Malacoraja senta
12349,2016,SCS,189.28,2,Malacoraja senta
12350,2018,SCS,191.11,30,Malacoraja senta
12351,2019,SCS,93.27,9,Malacoraja senta
12352,2018,SCS,152.7,6,Malacoraja senta
12353,2018,SCS,136.25,6.923076923,Malacoraja senta
12354,2019,SCS,170.08,2,Malacoraja senta
12355,2020,SCS,103.33,4,Malacoraja senta
12356,2018,SCS,163.68,6,Malacoraja senta
12357,2016,SCS,60.35,4,Malacoraja senta
12358,2019,SCS,126.19,2,Malacoraja senta
12359,2016,SCS,63.09,4,Malacoraja senta
12360,2017,SCS,126.19,4,Malacoraja senta
12361,2020,SCS,152.7,2,Malacoraja senta
12362,2018,SCS,148.13,4,Malacoraja senta
12363,2017,SCS,96.93,1.935483871,Malacoraja senta
12364,2017,SCS,148.13,2,Malacoraja senta
12365,2018,SCS,100.58,2,Malacoraja senta
12366,2017,SCS,215.8,4,Malacoraja senta
12367,2017,SCS,252.37,2,Malacoraja senta
12368,2017,SCS,210.31,4,Malacoraja senta
12369,2020,SCS,188.37,2.4,Malacoraja senta
12370,2016,SCS,98.76,2,Malacoraja senta
12371,2020,SCS,173.74,2,Malacoraja senta
12372,2020,SCS,194.77,2,Malacoraja senta
12373,2016,SCS,194.77,2,Malacoraja senta
12374,2017,SCS,190.2,2,Malacoraja senta
12375,2018,SCS,137.16,2,Malacoraja senta
12376,2016,SCS,145.39,20,Malacoraja senta
12377,2019,SCS,133.5,14,Malacoraja senta
12378,2016,SCS,151.79,6,Malacoraja senta
12379,2017,SCS,269.75,0,Malacoraja senta
12380,2019,SCS,107.9,4,Malacoraja senta
12381,2016,SCS,149.96,8,Malacoraja senta
12382,2017,SCS,314.55,4,Malacoraja senta
12383,2017,SCS,321.87,6,Malacoraja senta
12384,2020,SCS,88.7,6,Malacoraja senta
12385,2016,SCS,170.99,6,Malacoraja senta
12386,2017,SCS,263.35,2.068965517,Malacoraja senta
12387,2018,SCS,281.64,2,Malacoraja senta
12388,2020,SCS,107.9,6,Malacoraja senta
12389,2018,SCS,213.06,2,Malacoraja senta
12390,2016,SCS,203,10,Malacoraja senta
12391,2017,SCS,170.08,2,Malacoraja senta
12392,2020,SCS,125.27,2,Malacoraja senta
12393,2016,SCS,213.97,4.137931034,Malacoraja senta
12394,2017,SCS,65.84,2,Malacoraja senta
12395,2016,SCS,215.8,1.935483871,Malacoraja senta
12396,2016,SCS,300.84,4,Malacoraja senta
12397,2020,SCS,128.02,2,Malacoraja senta
12398,2019,SCS,104.24,2,Malacoraja senta
12399,2020,SCS,225.86,18,Malacoraja senta
12400,2020,SCS,196.6,14,Malacoraja senta
12401,2020,SCS,192.02,10,Malacoraja senta
12402,2016,SCS,140.82,2,Malacoraja senta
12403,2019,SCS,95.1,2,Malacoraja senta
12404,2020,SCS,203,2,Malacoraja senta
12405,2020,SCS,241.4,2,Malacoraja senta
12406,2020,SCS,313.64,6,Malacoraja senta
12407,2020,SCS,279.81,2,Malacoraja senta
12408,2020,SCS,288.04,12,Malacoraja senta
12409,2016,SCS,138.07,4,Malacoraja senta
12410,2017,SCS,109.73,2,Malacoraja senta
12411,2020,SCS,128.93,2.857142857,Malacoraja senta
12412,2016,SCS,164.59,28.57142857,Malacoraja senta
12413,2016,SCS,277.06,2.068965517,Malacoraja senta
12414,2016,SCS,131.67,6,Malacoraja senta
12415,2020,SCS,85.95,2.857142857,Malacoraja senta
12416,2020,SCS,85.95,2,Malacoraja senta
12417,2016,SCS,390.45,4,Malacoraja senta
12418,2016,SCS,214.88,2,Malacoraja senta
12419,2016,SCS,352.96,6,Malacoraja senta
12420,2016,SCS,291.69,2,Malacoraja senta
12421,2020,SCS,106.07,2,Malacoraja senta
12422,2016,SCS,106.98,4,Malacoraja senta
12423,2017,SCS,159.11,4,Malacoraja senta
12424,2020,SCS,109.73,2,Malacoraja senta
12425,2017,SCS,151.79,90,Malacoraja senta
12426,2017,SCS,332.84,4,Malacoraja senta
12427,2017,SCS,446.23,2,Malacoraja senta
12428,2020,SCS,167.34,2,Malacoraja senta
12429,2017,SCS,237.74,2,Malacoraja senta
12430,2019,SCS,157.28,4.8,Malacoraja senta
12431,2020,SCS,112.47,4,Malacoraja senta
12432,2017,SCS,177.39,4,Malacoraja senta
12433,2017,SCS,352.96,2,Malacoraja senta
12434,2017,SCS,151.79,4,Malacoraja senta
12435,2016,SCS,58.52,2,Malacoraja senta
12436,2017,SCS,148.13,4,Malacoraja senta
12437,2020,SCS,422.45,4,Malacoraja senta
12438,2016,SCS,158.19,2,Malacoraja senta
12439,2017,SCS,449.88,2,Malacoraja senta
12440,2017,SCS,118.87,2.608695652,Malacoraja senta
12441,2020,SCS,373.99,6,Malacoraja senta
12442,2020,SCS,405.99,2,Malacoraja senta
12443,2020,SCS,62.18,2,Malacoraja senta
12444,2016,SCS,102.41,2,Malacoraja senta
12445,2020,SCS,96.93,8,Malacoraja senta
12446,2020,SCS,106.98,2,Malacoraja senta
12447,2020,SCS,58.52,0,Malacoraja senta
12448,2020,SCS,47.55,0,Malacoraja senta
12449,2019,SCS,141.73,1.935483871,Malacoraja senta
12450,2017,SCS,140.82,2,Malacoraja senta
12451,2017,SCS,122.53,2,Malacoraja senta
12452,2019,SCS,201.17,4.285714286,Malacoraja senta
12453,2019,SCS,129.84,16,Malacoraja senta
12454,2019,SCS,122.53,24,Malacoraja senta
12455,2019,SCS,98.76,8,Malacoraja senta
12456,2016,SCS,83.21,4,Malacoraja senta
12457,2017,SCS,100.58,2,Malacoraja senta
12458,2019,SCS,164.59,34.28571429,Malacoraja senta
12459,2019,SCS,455.37,2,Malacoraja senta
12460,2019,SCS,148.13,2.142857143,Malacoraja senta
12461,2019,SCS,418.8,2,Malacoraja senta
12462,2019,SCS,261.52,2,Malacoraja senta
12463,2019,SCS,449.88,2.068965517,Malacoraja senta
12464,2016,SCS,226.77,2,Malacoraja senta
12465,2016,SCS,185.62,2,Malacoraja senta
12466,2016,SCS,95.1,2,Malacoraja senta
12467,2016,SCS,98.76,6,Malacoraja senta
12468,2019,SCS,96.93,2.068965517,Malacoraja senta
12469,2019,SCS,91.44,6,Malacoraja senta
12470,2020,SCS,78.64,2,Leucoraja erinaceus
12471,2020,SCS,122.53,2,Leucoraja erinaceus
12472,2018,SCS,137.16,2,Leucoraja erinaceus
12473,2016,SCS,111.56,22,Leucoraja erinaceus
12474,2019,SCS,98.76,8,Leucoraja erinaceus
12475,2019,SCS,93.27,74,Leucoraja erinaceus
12476,2019,SCS,85.95,34,Leucoraja erinaceus
12477,2019,SCS,95.1,12,Leucoraja erinaceus
12478,2020,SCS,107.9,2,Leucoraja erinaceus
12479,2016,SCS,89.61,12,Leucoraja erinaceus
12480,2019,SCS,89.61,2,Leucoraja erinaceus
12481,2016,SCS,86.87,32,Leucoraja erinaceus
12482,2020,SCS,43.89,6,Leucoraja erinaceus
12483,2016,SCS,89.61,162,Leucoraja erinaceus
12484,2017,SCS,120.7,2,Leucoraja erinaceus
12485,2016,SCS,102.41,6,Leucoraja erinaceus
12486,2016,SCS,82.3,10,Leucoraja erinaceus
12487,2016,SCS,92.35,2,Leucoraja erinaceus
12488,2019,SCS,73.15,2,Leucoraja erinaceus
12489,2016,SCS,91.44,2.068965517,Leucoraja erinaceus
12490,2019,SCS,73.15,96,Leucoraja erinaceus
12491,2016,SCS,81.38,8,Leucoraja erinaceus
12492,2019,SCS,67.67,82,Leucoraja erinaceus
12493,2016,SCS,60.35,70.90909091,Leucoraja erinaceus
12494,2019,SCS,224.94,4,Leucoraja erinaceus
12495,2016,SCS,80.47,36,Leucoraja erinaceus
12496,2018,SCS,112.47,30,Leucoraja erinaceus
12497,2016,SCS,60.35,8.275862069,Leucoraja erinaceus
12498,2018,SCS,71.32,2.727272727,Leucoraja erinaceus
12499,2017,SCS,69.49,6,Leucoraja erinaceus
12500,2018,SCS,70.41,16,Leucoraja erinaceus
12501,2016,SCS,87.78,3,Leucoraja erinaceus
12502,2017,SCS,78.64,6,Leucoraja erinaceus
12503,2017,SCS,104.24,6,Leucoraja erinaceus
12504,2017,SCS,87.78,8,Leucoraja erinaceus
12505,2017,SCS,67.67,5.806451613,Leucoraja erinaceus
12506,2017,SCS,62.18,28,Leucoraja erinaceus
12507,2017,SCS,54.86,16,Leucoraja erinaceus
12508,2017,SCS,71.32,46,Leucoraja erinaceus
12509,2017,SCS,82.3,3.870967742,Leucoraja erinaceus
12510,2017,SCS,100.58,4,Leucoraja erinaceus
12511,2016,SCS,63.09,4,Leucoraja erinaceus
12512,2016,SCS,78.64,2,Leucoraja erinaceus
12513,2016,SCS,76.81,92,Leucoraja erinaceus
12514,2016,SCS,49.38,66,Leucoraja erinaceus
12515,2018,SCS,46.63,8,Leucoraja erinaceus
12516,2016,SCS,44.81,94,Leucoraja erinaceus
12517,2019,SCS,76.81,70,Leucoraja erinaceus
12518,2020,SCS,86.87,20,Leucoraja erinaceus
12519,2016,SCS,44.81,4,Leucoraja erinaceus
12520,2019,SCS,74.07,60,Leucoraja erinaceus
12521,2020,SCS,70.41,14,Leucoraja erinaceus
12522,2018,SCS,89.61,6,Leucoraja erinaceus
12523,2016,SCS,52.12,4,Leucoraja erinaceus
12524,2019,SCS,53.04,28,Leucoraja erinaceus
12525,2020,SCS,124.36,2,Leucoraja erinaceus
12526,2016,SCS,75.9,2.068965517,Leucoraja erinaceus
12527,2018,SCS,47.55,56,Leucoraja erinaceus
12528,2016,SCS,69.49,2,Leucoraja erinaceus
12529,2020,SCS,146.3,2,Leucoraja erinaceus
12530,2016,SCS,85.95,25.71428571,Leucoraja erinaceus
12531,2016,SCS,85.04,58,Leucoraja erinaceus
12532,2019,SCS,76.81,2,Leucoraja erinaceus
12533,2018,SCS,78.64,18,Leucoraja erinaceus
12534,2016,SCS,98.76,40,Leucoraja erinaceus
12535,2019,SCS,89.61,4,Leucoraja erinaceus
12536,2018,SCS,74.98,40,Leucoraja erinaceus
12537,2016,SCS,88.7,4.137931034,Leucoraja erinaceus
12538,2019,SCS,85.95,24,Leucoraja erinaceus
12539,2018,SCS,88.7,11.42857143,Leucoraja erinaceus
12540,2019,SCS,104.24,28,Leucoraja erinaceus
12541,2020,SCS,108.81,2,Leucoraja erinaceus
12542,2018,SCS,104.24,10,Leucoraja erinaceus
12543,2019,SCS,104.24,10,Leucoraja erinaceus
12544,2019,SCS,107.9,12,Leucoraja erinaceus
12545,2018,SCS,69.49,6,Leucoraja erinaceus
12546,2018,SCS,164.59,4,Leucoraja erinaceus
12547,2019,SCS,98.76,20,Leucoraja erinaceus
12548,2017,SCS,65.84,68,Leucoraja erinaceus
12549,2017,SCS,80.47,3,Leucoraja erinaceus
12550,2020,SCS,107.9,4,Leucoraja erinaceus
12551,2020,SCS,89.61,2,Leucoraja erinaceus
12552,2019,SCS,60.35,2,Leucoraja erinaceus
12553,2020,SCS,51.21,32,Leucoraja erinaceus
12554,2017,SCS,69.49,2.068965517,Leucoraja erinaceus
12555,2020,SCS,53.95,26.4,Leucoraja erinaceus
12556,2018,SCS,124.36,18,Leucoraja erinaceus
12557,2019,SCS,95.1,70,Leucoraja erinaceus
12558,2020,SCS,60.35,26,Leucoraja erinaceus
12559,2018,SCS,241.4,2,Leucoraja erinaceus
12560,2016,SCS,165.51,2.142857143,Leucoraja erinaceus
12561,2017,SCS,95.1,1.935483871,Leucoraja erinaceus
12562,2019,SCS,84.12,10,Leucoraja erinaceus
12563,2019,SCS,90.53,18,Leucoraja erinaceus
12564,2020,SCS,59.44,132,Leucoraja erinaceus
12565,2016,SCS,69.49,2,Leucoraja erinaceus
12566,2017,SCS,84.12,26,Leucoraja erinaceus
12567,2020,SCS,55.78,46,Leucoraja erinaceus
12568,2017,SCS,120.7,6,Leucoraja erinaceus
12569,2020,SCS,66.75,2,Leucoraja erinaceus
12570,2016,SCS,74.98,2,Leucoraja erinaceus
12571,2017,SCS,100.58,4,Leucoraja erinaceus
12572,2016,SCS,80.47,4,Leucoraja erinaceus
12573,2019,SCS,104.24,12,Leucoraja erinaceus
12574,2017,SCS,173.74,26,Leucoraja erinaceus
12575,2017,SCS,161.85,36,Leucoraja erinaceus
12576,2017,SCS,67.67,3,Leucoraja erinaceus
12577,2017,SCS,89.61,4,Leucoraja erinaceus
12578,2017,SCS,88.7,4,Leucoraja erinaceus
12579,2020,SCS,75.9,26.89655172,Leucoraja erinaceus
12580,2020,SCS,82.3,26,Leucoraja erinaceus
12581,2017,SCS,95.1,33,Leucoraja erinaceus
12582,2020,SCS,76.81,56,Leucoraja erinaceus
12583,2017,SCS,102.41,4,Leucoraja erinaceus
12584,2020,SCS,93.27,16,Leucoraja erinaceus
12585,2017,SCS,120.7,12,Leucoraja erinaceus
12586,2020,SCS,88.7,6,Leucoraja erinaceus
12587,2020,SCS,87.78,2,Leucoraja erinaceus
12588,2020,SCS,93.27,2,Leucoraja erinaceus
12589,2020,SCS,197.51,2,Leucoraja erinaceus
12590,2020,SCS,111.56,22,Leucoraja erinaceus
12591,2020,SCS,87.78,34,Leucoraja erinaceus
12592,2020,SCS,117.04,10,Leucoraja erinaceus
12593,2019,SCS,104.24,4,Leucoraja erinaceus
12594,2019,SCS,95.1,2,Leucoraja erinaceus
12595,2019,SCS,87.78,2,Leucoraja erinaceus
12596,2016,SCS,85.95,2,Leucoraja erinaceus
12597,2016,SCS,109.73,4,Leucoraja erinaceus
12598,2016,SCS,110.64,4,Leucoraja erinaceus
12599,2016,SCS,132.59,14,Leucoraja erinaceus
12600,2016,SCS,78.64,2,Leucoraja erinaceus
12601,2016,SCS,83.21,4,Leucoraja erinaceus
12602,2017,SCS,53.95,2,Leucoraja erinaceus
12603,2017,SCS,138.07,6,Leucoraja erinaceus
12604,2017,SCS,131.67,4,Leucoraja erinaceus
12605,2020,SCS,78.64,4,Leucoraja ocellata
12606,2016,SCS,111.56,48,Leucoraja ocellata
12607,2016,SCS,77.72,6,Leucoraja ocellata
12608,2019,SCS,98.76,2,Leucoraja ocellata
12609,2019,SCS,93.27,96,Leucoraja ocellata
12610,2016,SCS,248.72,2,Leucoraja ocellata
12611,2019,SCS,85.95,60,Leucoraja ocellata
12612,2017,SCS,160.93,2,Leucoraja ocellata
12613,2019,SCS,95.1,32,Leucoraja ocellata
12614,2016,SCS,169.16,37.24137931,Leucoraja ocellata
12615,2016,SCS,81.38,17.14285714,Leucoraja ocellata
12616,2016,SCS,89.61,54,Leucoraja ocellata
12617,2016,SCS,86.87,138,Leucoraja ocellata
12618,2019,SCS,84.12,4.285714286,Leucoraja ocellata
12619,2016,SCS,89.61,214,Leucoraja ocellata
12620,2019,SCS,71.32,2,Leucoraja ocellata
12621,2016,SCS,102.41,2,Leucoraja ocellata
12622,2020,SCS,60.35,4,Leucoraja ocellata
12623,2016,SCS,82.3,38,Leucoraja ocellata
12624,2016,SCS,97.84,10,Leucoraja ocellata
12625,2019,SCS,80.47,2,Leucoraja ocellata
12626,2016,SCS,92.35,4,Leucoraja ocellata
12627,2019,SCS,73.15,48,Leucoraja ocellata
12628,2019,SCS,73.15,22,Leucoraja ocellata
12629,2016,SCS,81.38,32,Leucoraja ocellata
12630,2017,SCS,62.18,2.307692308,Leucoraja ocellata
12631,2019,SCS,67.67,8,Leucoraja ocellata
12632,2016,SCS,60.35,158.1818182,Leucoraja ocellata
12633,2018,SCS,88.7,2,Leucoraja ocellata
12634,2016,SCS,80.47,140,Leucoraja ocellata
12635,2018,SCS,112.47,6,Leucoraja ocellata
12636,2016,SCS,82.3,38,Leucoraja ocellata
12637,2016,SCS,60.35,14.48275862,Leucoraja ocellata
12638,2018,SCS,71.32,8.181818182,Leucoraja ocellata
12639,2016,SCS,72.24,6.315789474,Leucoraja ocellata
12640,2018,SCS,70.41,16,Leucoraja ocellata
12641,2016,SCS,87.78,3,Leucoraja ocellata
12642,2018,SCS,235,3,Leucoraja ocellata
12643,2017,SCS,78.64,6,Leucoraja ocellata
12644,2017,SCS,104.24,6,Leucoraja ocellata
12645,2017,SCS,87.78,2,Leucoraja ocellata
12646,2017,SCS,69.49,10,Leucoraja ocellata
12647,2016,SCS,74.07,2.608695652,Leucoraja ocellata
12648,2017,SCS,67.67,5.806451613,Leucoraja ocellata
12649,2017,SCS,62.18,2,Leucoraja ocellata
12650,2017,SCS,71.32,28,Leucoraja ocellata
12651,2017,SCS,82.3,1.935483871,Leucoraja ocellata
12652,2017,SCS,100.58,2,Leucoraja ocellata
12653,2017,SCS,89.61,2.5,Leucoraja ocellata
12654,2016,SCS,76.81,4,Leucoraja ocellata
12655,2019,SCS,100.58,2,Leucoraja ocellata
12656,2016,SCS,49.38,42,Leucoraja ocellata
12657,2020,SCS,86.87,12,Leucoraja ocellata
12658,2016,SCS,44.81,2,Leucoraja ocellata
12659,2019,SCS,74.07,2,Leucoraja ocellata
12660,2020,SCS,70.41,48,Leucoraja ocellata
12661,2016,SCS,52.12,2,Leucoraja ocellata
12662,2016,SCS,75.9,4.137931034,Leucoraja ocellata
12663,2018,SCS,80.47,2,Leucoraja ocellata
12664,2016,SCS,85.04,18,Leucoraja ocellata
12665,2016,SCS,98.76,36,Leucoraja ocellata
12666,2019,SCS,85.95,6,Leucoraja ocellata
12667,2019,SCS,107.9,6,Leucoraja ocellata
12668,2018,SCS,213.06,2,Leucoraja ocellata
12669,2017,SCS,65.84,90,Leucoraja ocellata
12670,2017,SCS,80.47,6,Leucoraja ocellata
12671,2017,SCS,65.84,3,Leucoraja ocellata
12672,2017,SCS,78.64,2,Leucoraja ocellata
12673,2019,SCS,157.28,2,Leucoraja ocellata
12674,2017,SCS,76.81,6,Leucoraja ocellata
12675,2017,SCS,69.49,6.206896552,Leucoraja ocellata
12676,2020,SCS,53.95,24,Leucoraja ocellata
12677,2017,SCS,80.47,22,Leucoraja ocellata
12678,2019,SCS,95.1,14,Leucoraja ocellata
12679,2020,SCS,60.35,6,Leucoraja ocellata
12680,2016,SCS,300.84,2,Leucoraja ocellata
12681,2019,SCS,90.53,8,Leucoraja ocellata
12682,2016,SCS,62.18,2.222222222,Leucoraja ocellata
12683,2016,SCS,80.47,10,Leucoraja ocellata
12684,2017,SCS,82.3,14,Leucoraja ocellata
12685,2017,SCS,80.47,22,Leucoraja ocellata
12686,2019,SCS,104.24,4,Leucoraja ocellata
12687,2017,SCS,193.85,5.806451613,Leucoraja ocellata
12688,2017,SCS,184.71,28,Leucoraja ocellata
12689,2017,SCS,226.77,2,Leucoraja ocellata
12690,2017,SCS,67.67,15,Leucoraja ocellata
12691,2017,SCS,78.64,4,Leucoraja ocellata
12692,2019,SCS,80.47,4,Leucoraja ocellata
12693,2020,SCS,65.84,2,Leucoraja ocellata
12694,2020,SCS,72.24,4,Leucoraja ocellata
12695,2020,SCS,75.9,22.75862069,Leucoraja ocellata
12696,2017,SCS,226.77,4,Leucoraja ocellata
12697,2020,SCS,82.3,98,Leucoraja ocellata
12698,2017,SCS,95.1,12,Leucoraja ocellata
12699,2020,SCS,76.81,160,Leucoraja ocellata
12700,2017,SCS,102.41,2,Leucoraja ocellata
12701,2020,SCS,93.27,10,Leucoraja ocellata
12702,2020,SCS,88.7,2,Leucoraja ocellata
12703,2020,SCS,87.78,2,Leucoraja ocellata
12704,2020,SCS,93.27,50,Leucoraja ocellata
12705,2020,SCS,87.78,8,Leucoraja ocellata
12706,2019,SCS,115.21,2,Leucoraja ocellata
12707,2016,SCS,52.12,2,Leucoraja ocellata
12708,2019,SCS,133.5,2,Leucoraja ocellata
12709,2016,SCS,20.12,18,Leucoraja ocellata
12710,2016,SCS,85.95,2,Leucoraja ocellata
12711,2017,SCS,25.6,2,Leucoraja ocellata
12712,2017,SCS,68.58,2.068965517,Leucoraja ocellata
12713,2019,SCS,84.12,2,Leucoraja ocellata
12714,2017,SCS,153.62,2,Tetronarce nobiliana
12715,2017,SCS,171.91,2,Tetronarce nobiliana
12716,2019,SCS,67.67,2,Tetronarce nobiliana
12717,2017,SCS,25.6,2,Tetronarce nobiliana
12718,2016,SCS,250.55,8,Squalus acanthias
12719,2016,SCS,130.76,170,Squalus acanthias
12720,2019,SCS,177.39,2,Squalus acanthias
12721,2018,SCS,137.16,15,Squalus acanthias
12722,2016,SCS,214.88,144.8275862,Squalus acanthias
12723,2018,SCS,165.51,19.35483871,Squalus acanthias
12724,2016,SCS,166.42,325.3846154,Squalus acanthias
12725,2016,SCS,222.2,15,Squalus acanthias
12726,2019,SCS,177.39,2,Squalus acanthias
12727,2019,SCS,188.37,4,Squalus acanthias
12728,2018,SCS,138.99,30,Squalus acanthias
12729,2018,SCS,133.5,5.806451613,Squalus acanthias
12730,2019,SCS,155.45,58,Squalus acanthias
12731,2018,SCS,231.34,2,Squalus acanthias
12732,2016,SCS,143.56,2,Squalus acanthias
12733,2017,SCS,135.33,2,Squalus acanthias
12734,2018,SCS,213.06,8,Squalus acanthias
12735,2016,SCS,88.7,2,Squalus acanthias
12736,2018,SCS,219.46,14,Squalus acanthias
12737,2016,SCS,120.7,14,Squalus acanthias
12738,2017,SCS,166.42,130,Squalus acanthias
12739,2016,SCS,154.53,6,Squalus acanthias
12740,2019,SCS,159.11,8,Squalus acanthias
12741,2016,SCS,182.88,10,Squalus acanthias
12742,2019,SCS,113.39,8,Squalus acanthias
12743,2016,SCS,170.08,556,Squalus acanthias
12744,2016,SCS,145.39,528,Squalus acanthias
12745,2020,SCS,130.76,10,Squalus acanthias
12746,2017,SCS,120.7,2,Squalus acanthias
12747,2019,SCS,122.53,36,Squalus acanthias
12748,2019,SCS,71.32,24,Squalus acanthias
12749,2016,SCS,157.28,226,Squalus acanthias
12750,2019,SCS,254.2,12,Squalus acanthias
12751,2016,SCS,104.24,208.9655172,Squalus acanthias
12752,2019,SCS,257.86,14,Squalus acanthias
12753,2020,SCS,177.39,2,Squalus acanthias
12754,2016,SCS,128.02,68,Squalus acanthias
12755,2018,SCS,134.42,372,Squalus acanthias
12756,2016,SCS,111.56,102,Squalus acanthias
12757,2017,SCS,107.9,4,Squalus acanthias
12758,2019,SCS,91.44,30,Squalus acanthias
12759,2017,SCS,98.76,2088,Squalus acanthias
12760,2019,SCS,98.76,6,Squalus acanthias
12761,2018,SCS,106.98,38,Squalus acanthias
12762,2019,SCS,93.27,20,Squalus acanthias
12763,2018,SCS,173.74,26,Squalus acanthias
12764,2016,SCS,248.72,6,Squalus acanthias
12765,2017,SCS,84.12,202,Squalus acanthias
12766,2019,SCS,85.95,22,Squalus acanthias
12767,2018,SCS,168.25,2,Squalus acanthias
12768,2017,SCS,160.93,12,Squalus acanthias
12769,2019,SCS,95.1,14,Squalus acanthias
12770,2018,SCS,133.5,2,Squalus acanthias
12771,2016,SCS,169.16,8635.862069,Squalus acanthias
12772,2017,SCS,155.45,6,Squalus acanthias
12773,2018,SCS,133.5,16.8,Squalus acanthias
12774,2016,SCS,81.38,83.57142857,Squalus acanthias
12775,2016,SCS,89.61,105,Squalus acanthias
12776,2017,SCS,126.19,174,Squalus acanthias
12777,2019,SCS,89.61,16,Squalus acanthias
12778,2016,SCS,86.87,614,Squalus acanthias
12779,2017,SCS,122.53,24,Squalus acanthias
12780,2019,SCS,84.12,6.428571429,Squalus acanthias
12781,2016,SCS,89.61,232,Squalus acanthias
12782,2017,SCS,120.7,2,Squalus acanthias
12783,2019,SCS,71.32,20,Squalus acanthias
12784,2016,SCS,102.41,586,Squalus acanthias
12785,2017,SCS,142.65,8,Squalus acanthias
12786,2016,SCS,82.3,84,Squalus acanthias
12787,2017,SCS,148.13,24,Squalus acanthias
12788,2019,SCS,81.38,4,Squalus acanthias
12789,2016,SCS,97.84,818,Squalus acanthias
12790,2016,SCS,92.35,2,Squalus acanthias
12791,2019,SCS,73.15,30,Squalus acanthias
12792,2018,SCS,137.16,1420,Squalus acanthias
